,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
7237,108425,0,Revolving loans,M,Y,N,0,157500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-22704,-446,-647.0,-1594,10.0,1,1,0,1,0,0,Drivers,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Hotel,,0.6521054603437603,0.7267112092725122,,,,,,,0.2069,0.1667,,,,,,,,,,,,,0.2069,0.1667,,,,,,,,,,,,,0.2069,0.1667,,,,,,,,,0.0603,,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7533,108783,0,Cash loans,M,Y,Y,0,112500.0,288873.0,18936.0,238500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.015221,-11867,-2851,-5971.0,-3957,1.0,1,1,0,1,0,0,Private service staff,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Other,,0.1330921196838386,0.1745642655572634,,0.1197,0.9866,0.8164,,0.2,0.1724,0.3333,,0.0636,,0.1851,,,,0.1242,0.9866,0.8236,,0.2014,0.1724,0.3333,,0.0651,,0.1928,,,,0.1197,0.9866,0.8189,,0.2,0.1724,0.3333,,0.0647,,0.1884,,,,,0.1858,Panel,No,1.0,0.0,1.0,0.0,-1831.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
7597,108859,0,Cash loans,M,N,Y,0,121500.0,545040.0,26509.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-15539,-77,-6160.0,-4207,,1,1,1,1,1,0,,2.0,2,2,WEDNESDAY,14,0,1,1,1,1,1,Transport: type 4,,0.6780961220828265,0.1317701325313814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1892.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
7963,109284,0,Cash loans,F,Y,Y,2,202500.0,828346.5,57780.0,747000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-12949,-2578,-2168.0,-3019,6.0,1,1,0,1,0,1,Laborers,4.0,2,2,MONDAY,11,0,0,0,0,0,0,Self-employed,0.5532242072731858,0.6287818315153213,0.7165702448010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,1.0,-2015.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
7988,109314,0,Cash loans,F,N,Y,0,112500.0,177903.0,13896.0,148500.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.022625,-22196,365243,-2898.0,-4176,,1,0,0,1,0,0,,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,XNA,,0.4384091461570072,0.4632753280912678,0.2938,0.1577,0.9776,0.6940000000000001,0.1498,0.32,0.2759,0.3333,0.375,0.1978,0.2396,0.2803,0.0039,0.0069999999999999,0.2994,0.1636,0.9777,0.706,0.1512,0.3222,0.2759,0.3333,0.375,0.2023,0.2617,0.2921,0.0039,0.0074,0.2967,0.1577,0.9776,0.6981,0.1508,0.32,0.2759,0.3333,0.375,0.2013,0.2437,0.2854,0.0039,0.0072,reg oper account,block of flats,0.3037,Panel,No,0.0,0.0,0.0,0.0,-2132.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,1.0,3.0
8016,109349,0,Cash loans,F,N,Y,0,72000.0,207000.0,16159.5,207000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-22137,365243,-9831.0,-2524,,1,0,0,1,1,0,,2.0,2,2,SATURDAY,15,0,0,0,0,0,0,XNA,,0.6412488555185265,0.4400578303966329,0.1979,,0.9866,,,0.24,0.2069,0.3333,,,,0.2066,,0.1468,0.2017,,0.9866,,,0.2417,0.2069,0.3333,,,,0.2153,,0.1554,0.1999,,0.9866,,,0.24,0.2069,0.3333,,,,0.2103,,0.1499,,block of flats,0.1944,Panel,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
8116,109464,0,Cash loans,M,Y,Y,1,247500.0,1800000.0,91570.5,1800000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.016612,-13236,-2998,-2951.0,-4236,3.0,1,1,0,1,0,0,Managers,3.0,2,2,TUESDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.2989943810218441,0.7483152993900195,0.7295666907060153,0.0639,0.0764,0.9945,,,0.0,0.1724,0.1667,,0.0663,,0.0682,,0.0038,0.0651,0.0792,0.9945,,,0.0,0.1724,0.1667,,0.0678,,0.071,,0.004,0.0645,0.0764,0.9945,,,0.0,0.1724,0.1667,,0.0674,,0.0694,,0.0039,,block of flats,0.0536,"Stone, brick",No,0.0,0.0,0.0,0.0,-1052.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
8174,109529,0,Cash loans,F,N,N,0,81000.0,225000.0,11488.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.030755,-15008,-2942,-4911.0,-4504,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.5999165123975665,0.6368959649728391,0.5971924268337128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2786.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
8302,109678,0,Cash loans,F,N,Y,0,121500.0,432567.0,19183.5,328500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.020713,-15879,-2744,-9918.0,-5077,,1,1,0,1,0,0,Accountants,2.0,3,2,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.7042167084129305,0.6452483049872764,,0.0835,0.069,0.9841,0.7824,0.0251,0.08,0.0345,0.5417,0.5833,0.053,0.0672,0.0774,0.0039,0.0731,0.0851,0.0716,0.9841,0.7909,0.0254,0.0806,0.0345,0.5417,0.5833,0.0542,0.0735,0.0806,0.0039,0.0774,0.0843,0.069,0.9841,0.7853,0.0253,0.08,0.0345,0.5417,0.5833,0.0539,0.0684,0.0788,0.0039,0.0747,reg oper account,block of flats,0.0905,"Stone, brick",No,1.0,0.0,1.0,0.0,-2257.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
8349,109728,0,Cash loans,F,Y,N,0,127350.0,640080.0,31131.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-13076,-6272,-2075.0,-4057,1.0,1,1,1,1,1,0,High skill tech staff,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Housing,,0.3318083450130531,0.8245949709919925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1750.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8519,109920,0,Cash loans,M,N,Y,2,180000.0,1822500.0,50116.5,1822500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14934,-3606,-7552.0,-4369,,1,1,0,1,1,0,Drivers,4.0,2,2,THURSDAY,8,0,0,0,0,0,0,Government,,0.2653117484731741,0.7238369900414456,0.0701,0.0768,0.9841,0.7756,0.009,0.0,0.1379,0.1667,0.2083,0.0904,0.0572,0.0435,0.0,0.0,0.0714,0.0797,0.9841,0.7844,0.0091,0.0,0.1379,0.1667,0.2083,0.0925,0.0624,0.0453,0.0,0.0,0.0708,0.0768,0.9841,0.7786,0.0091,0.0,0.1379,0.1667,0.2083,0.092,0.0581,0.0443,0.0,0.0,org spec account,block of flats,0.0526,Panel,No,0.0,0.0,0.0,0.0,-2561.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,3.0
8556,109961,0,Cash loans,F,N,Y,3,135000.0,208854.0,22288.5,184500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13462,-1085,-2303.0,-2307,,1,1,0,1,0,0,Sales staff,5.0,2,2,TUESDAY,17,0,0,0,0,0,0,Self-employed,,0.5046650101069539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
8705,110131,1,Cash loans,F,N,N,0,66600.0,808650.0,23175.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-20635,365243,-10410.0,-1650,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,XNA,0.8439079854012339,0.0937588655930427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,2.0,-1622.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8942,110405,0,Cash loans,F,N,N,1,405000.0,1350000.0,51421.5,1350000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.001276,-21433,-4977,-8991.0,-4737,,1,1,1,1,1,0,Accountants,3.0,2,2,SUNDAY,4,0,0,0,0,0,0,Business Entity Type 3,,0.6485599552602459,0.4436153084085652,0.0749,0.0778,0.9876,0.83,0.1285,0.0,0.1607,0.1667,0.0971,0.0538,0.0611,0.0733,0.0,0.0,0.0305,0.032,0.9876,0.8367,0.0074,0.0,0.0345,0.1667,0.0417,0.0207,0.0266,0.0261,0.0,0.0,0.0906,0.0934,0.9876,0.8323,0.1769,0.0,0.2069,0.1667,0.0417,0.0594,0.0744,0.0921,0.0,0.0,reg oper spec account,block of flats,0.0265,Panel,No,0.0,0.0,0.0,0.0,-2103.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
9081,110558,0,Cash loans,F,N,N,1,234000.0,254700.0,24192.0,225000.0,Children,Working,Higher education,Single / not married,House / apartment,0.020713,-14667,-3640,-2318.0,-743,,1,1,0,1,0,0,,2.0,3,3,WEDNESDAY,12,0,0,0,0,0,0,Other,0.4364497637456322,0.216315006380463,0.5971924268337128,0.0732,0.0,0.9856,0.8028,0.017,0.08,0.069,0.3333,0.375,0.0193,0.0588,0.0689,0.0039,0.0067,0.0746,0.0,0.9856,0.8105,0.0172,0.0806,0.069,0.3333,0.375,0.0197,0.0643,0.0718,0.0039,0.0069999999999999,0.0739,0.0,0.9856,0.8054,0.0171,0.08,0.069,0.3333,0.375,0.0196,0.0599,0.0701,0.0039,0.0068,reg oper spec account,block of flats,0.0649,Panel,No,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9210,110712,0,Cash loans,F,N,Y,0,135000.0,673875.0,19831.5,562500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018634,-11482,-1084,-313.0,-1720,,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Trade: type 3,0.0569450648519372,0.1274027212746672,0.3506958432829587,0.1093,,0.9826,0.762,0.0347,0.0,0.069,0.1667,0.2083,0.0,0.0891,0.0609,0.0,0.0,0.1113,,0.9826,0.7713,0.035,0.0,0.069,0.1667,0.2083,0.0,0.0973,0.0634,0.0,0.0,0.1103,,0.9826,0.7652,0.0349,0.0,0.069,0.1667,0.2083,0.0,0.0906,0.062,0.0,0.0,reg oper account,block of flats,0.0669,,No,2.0,0.0,2.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
9506,111054,1,Cash loans,F,N,Y,3,202500.0,1178217.0,34578.0,922500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.035792,-12659,-1269,-5398.0,-3656,,1,1,0,1,0,0,Cooking staff,5.0,2,2,FRIDAY,12,0,0,0,1,0,1,Business Entity Type 3,,0.6354636007150619,0.6894791426446275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-717.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
9885,111502,0,Cash loans,M,N,N,0,63000.0,99000.0,10273.5,99000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-23472,365243,-10572.0,-4486,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.2164559076518886,0.3031463744186309,0.334,0.3035,0.9851,0.7959999999999999,0.0471,0.36,0.3103,0.3333,0.375,0.1714,0.2715,0.349,0.0039,0.0046,0.3403,0.315,0.9851,0.804,0.0475,0.3625,0.3103,0.3333,0.375,0.1753,0.2966,0.3636,0.0039,0.0048,0.3373,0.3035,0.9851,0.7987,0.0474,0.36,0.3103,0.3333,0.375,0.1743,0.2762,0.3553,0.0039,0.0047,reg oper account,block of flats,0.3012,"Stone, brick",No,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10276,111962,1,Cash loans,M,Y,Y,2,270000.0,724581.0,23269.5,625500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-13477,365243,-7027.0,-327,7.0,1,0,0,1,1,0,,4.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,0.1488461572291785,0.3240062272136592,0.3296550543128238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-531.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
10969,112772,0,Cash loans,F,Y,Y,0,225000.0,333337.5,21433.5,301500.0,Unaccompanied,Pensioner,Higher education,Married,With parents,0.010556,-19740,365243,-1055.0,-3037,2.0,1,0,0,1,0,0,,2.0,3,3,MONDAY,10,0,0,0,1,0,0,XNA,0.7922284386172287,0.5613199643613671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,-298.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
11061,112887,0,Revolving loans,F,N,Y,1,99000.0,315000.0,15750.0,315000.0,Children,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-15498,-1301,-4770.0,-4749,,1,1,0,1,0,0,Cooking staff,3.0,2,2,SATURDAY,10,0,0,0,0,0,0,Kindergarten,,0.4936387603095119,0.0005272652387098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
11421,113295,0,Cash loans,F,Y,Y,1,450000.0,942300.0,27679.5,675000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.018801,-15161,-5015,-9246.0,-2436,3.0,1,1,0,1,0,0,Managers,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.3631164059514454,0.5091251189733653,0.2115507642052577,0.0825,0.0786,0.9762,0.6736,0.0585,0.0,0.1379,0.1667,0.2083,0.0119,0.0672,0.0621,0.0,0.0,0.084,0.0816,0.9762,0.6864,0.0591,0.0,0.1379,0.1667,0.2083,0.0122,0.0735,0.0647,0.0,0.0,0.0833,0.0786,0.9762,0.6779999999999999,0.0589,0.0,0.1379,0.1667,0.2083,0.0121,0.0684,0.0632,0.0,0.0,reg oper account,block of flats,0.0808,"Stone, brick",No,0.0,0.0,0.0,0.0,-1674.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
11591,113504,0,Cash loans,F,N,Y,1,225000.0,1170000.0,32305.5,1170000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.026392,-13914,-4789,-12533.0,-1156,,1,1,0,1,0,0,Medicine staff,3.0,2,2,FRIDAY,13,0,0,0,0,0,0,Medicine,0.6375774373662392,0.5189410753437774,0.5585066276769286,0.6619,0.2367,0.9811,0.7416,,0.48,0.2069,0.4583,0.5,0.4251,,0.5401,,0.0029,0.6744,0.2457,0.9811,0.7517,,0.4834,0.2069,0.4583,0.5,0.4348,,0.5627,,0.0031,0.6683,0.2367,0.9811,0.7451,,0.48,0.2069,0.4583,0.5,0.4325,,0.5498,,0.003,reg oper account,block of flats,0.4959,Panel,No,0.0,0.0,0.0,0.0,-544.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
12772,114891,1,Revolving loans,F,N,Y,0,67500.0,180000.0,9000.0,180000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008625,-8079,-103,-8079.0,-741,,1,1,1,1,1,0,Core staff,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Bank,0.2899120269591373,0.0632834723650295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
12867,114997,0,Cash loans,F,N,Y,0,427500.0,1005120.0,29520.0,720000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.072508,-23230,365243,-11643.0,-4640,,1,0,0,1,0,0,,1.0,1,1,FRIDAY,11,0,0,0,0,0,0,XNA,,0.4494370506711652,0.6347055309763198,0.0887,0.0385,0.9767,0.6804,0.0242,0.08,0.0345,0.4583,0.5,0.0,0.0706,0.0556,0.0077,0.061,0.0903,0.04,0.9767,0.6929,0.0245,0.0806,0.0345,0.4583,0.5,0.0,0.0771,0.0579,0.0078,0.0645,0.0895,0.0385,0.9767,0.6847,0.0244,0.08,0.0345,0.4583,0.5,0.0,0.0718,0.0566,0.0078,0.0623,not specified,block of flats,0.057,Block,No,0.0,0.0,0.0,0.0,-875.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
12882,115014,0,Cash loans,F,Y,Y,0,98100.0,284400.0,16456.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.006305,-24172,365243,-1400.0,-4543,24.0,1,0,0,1,0,0,,1.0,3,3,TUESDAY,8,0,0,0,0,0,0,XNA,0.7622250970867279,0.514632583532634,0.6738300778602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-271.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
13290,115502,0,Cash loans,M,Y,Y,0,180000.0,715095.0,55471.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0116569999999999,-13414,-5498,-6843.0,-4143,24.0,1,1,0,1,0,0,Laborers,1.0,1,1,FRIDAY,10,0,1,1,0,0,0,Business Entity Type 1,,0.5953386119751212,,0.0165,0.0,0.9767,0.6804,0.0016,0.0,0.069,0.0417,0.0417,0.0077,0.0134,0.0091,0.0,0.0,0.0168,0.0,0.9767,0.6929,0.0016,0.0,0.069,0.0417,0.0417,0.0079,0.0147,0.0095,0.0,0.0,0.0167,0.0,0.9767,0.6847,0.0016,0.0,0.069,0.0417,0.0417,0.0078,0.0137,0.0093,0.0,0.0,reg oper account,block of flats,0.0123,"Stone, brick",No,5.0,1.0,5.0,0.0,-2533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
13362,115576,0,Cash loans,F,Y,Y,2,65250.0,472500.0,16276.5,472500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.028663,-14026,-187,-6308.0,-4229,1.0,1,1,0,1,0,0,Laborers,4.0,2,2,THURSDAY,15,0,0,0,0,0,0,Security Ministries,,0.6587379328817897,0.3360615207658242,,,0.9682,,,,,,,,,0.0105,,,,,0.9682,,,,,,,,,0.0109,,,,,0.9682,,,,,,,,,0.0107,,,,block of flats,0.009,,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
13826,116113,0,Cash loans,F,Y,Y,0,270000.0,509922.0,52380.0,472500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.018801,-23379,365243,-9701.0,-3704,21.0,1,0,0,1,1,0,,2.0,2,2,THURSDAY,7,0,0,0,1,0,0,XNA,,0.6123325128068677,,0.1113,0.0613,0.9866,0.8164,0.0578,0.12,0.1034,0.3333,0.375,0.0659,0.0908,0.1143,0.0,0.0,0.1134,0.0636,0.9866,0.8236,0.0583,0.1208,0.1034,0.3333,0.375,0.0674,0.0992,0.1191,0.0,0.0,0.1124,0.0613,0.9866,0.8189,0.0581,0.12,0.1034,0.3333,0.375,0.067,0.0923,0.1163,0.0,0.0,reg oper account,block of flats,0.1215,"Stone, brick",No,1.0,1.0,1.0,0.0,-2815.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
14355,116744,0,Cash loans,F,N,N,0,99000.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.002134,-10498,-705,-961.0,-647,,1,1,0,1,0,1,Sales staff,2.0,3,3,SATURDAY,7,0,0,0,0,0,0,Self-employed,,0.5525354719109528,0.4686596550493113,0.0124,0.041,0.9871,0.8232,0.0183,0.0,0.069,0.0417,0.0417,0.0081,0.0101,0.0076,0.0,0.0,0.0126,0.0426,0.9871,0.8301,0.0185,0.0,0.069,0.0417,0.0417,0.0083,0.011,0.008,0.0,0.0,0.0125,0.041,0.9871,0.8256,0.0185,0.0,0.069,0.0417,0.0417,0.0082,0.0103,0.0078,0.0,0.0,reg oper account,block of flats,0.01,"Stone, brick",No,0.0,0.0,0.0,0.0,-676.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
14565,116992,0,Cash loans,F,N,N,0,270000.0,1258650.0,53325.0,1125000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.010276,-21116,-8990,-8081.0,-4361,,1,1,0,1,0,0,Managers,1.0,2,2,THURSDAY,15,0,0,0,0,1,1,Medicine,,0.6541069878450084,0.6263042766749393,0.0124,0.0,0.9702,0.5920000000000001,0.0,0.0,0.069,0.0417,0.0833,0.0236,0.0092,0.0123,0.0039,0.0044,0.0126,0.0,0.9702,0.608,0.0,0.0,0.069,0.0417,0.0833,0.0241,0.0101,0.0128,0.0039,0.0046,0.0125,0.0,0.9702,0.5975,0.0,0.0,0.069,0.0417,0.0833,0.024,0.0094,0.0125,0.0039,0.0045,reg oper account,block of flats,0.0115,"Stone, brick",No,0.0,0.0,0.0,0.0,-1701.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
